Date_Time,Id,CO,NOx,SO2,NMVOC,NH3,PM10,PM2.5,BC,OC,CO2,CH4,N2O
2023-04-04 13:00:00,448,0.0015056773333333336,3.547028333333334e-05,8.25227e-06,0.00011726910000000001,1.1003026666666667e-05,0.00014477666666666667,8.831376666666668e-05,9.555260000000002e-06,7.528386666666669e-05,0.022874713333333338,9.844813333333335e-05,3.764193333333334e-06
2023-04-04 13:00:00,4396,0.0015056773333333336,3.547028333333334e-05,8.25227e-06,0.00011726910000000001,1.1003026666666667e-05,0.00014477666666666667,8.831376666666668e-05,9.555260000000002e-06,7.528386666666669e-05,0.022874713333333338,9.844813333333335e-05,3.764193333333334e-06
2023-04-04 13:00:00,4398,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,4528,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,4529,0.0015056773333333336,3.547028333333334e-05,8.25227e-06,0.00011726910000000001,1.1003026666666667e-05,0.00014477666666666667,8.831376666666668e-05,9.555260000000002e-06,7.528386666666669e-05,0.022874713333333338,9.844813333333335e-05,3.764193333333334e-06
2023-04-04 13:00:00,4530,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,4926,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,5057,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,5695,0.0015056773333333336,3.547028333333334e-05,8.25227e-06,0.00011726910000000001,1.1003026666666667e-05,0.00014477666666666667,8.831376666666668e-05,9.555260000000002e-06,7.528386666666669e-05,0.022874713333333338,9.844813333333335e-05,3.764193333333334e-06
2023-04-04 13:00:00,5698,0.0015056773333333336,3.547028333333334e-05,8.25227e-06,0.00011726910000000001,1.1003026666666667e-05,0.00014477666666666667,8.831376666666668e-05,9.555260000000002e-06,7.528386666666669e-05,0.022874713333333338,9.844813333333335e-05,3.764193333333334e-06
2023-04-04 13:00:00,6258,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,7812,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,8078,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
2023-04-04 13:00:00,8606,0.0007528386666666668,1.773514166666667e-05,4.126135e-06,5.8634550000000006e-05,5.5015133333333335e-06,7.238833333333333e-05,4.415688333333334e-05,4.777630000000001e-06,3.764193333333334e-05,0.011437356666666669,4.9224066666666675e-05,1.882096666666667e-06
2023-04-04 13:00:00,9008,0.0022585160000000003,5.320542500000001e-05,1.2378405e-05,0.00017590365000000002,1.650454e-05,0.000217165,0.00013247065000000002,1.4332890000000002e-05,0.00011292580000000002,0.03431207000000001,0.00014767220000000002,5.646290000000001e-06
2023-04-04 13:00:00,10755,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
2023-04-04 13:00:00,11155,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
2023-04-04 13:00:00,11156,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
2023-04-04 13:00:00,12085,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
2023-04-04 13:00:00,12218,1457.31425653125,85.681290459375,18.674127407812502,256.31155265625,150.125337984375,344.18979928125003,303.91226957812506,20.504924212500004,113.509401890625,43096.956782343754,351.51298650000007,9.520143384375
