stationID,Date_Time,Date,time,PM25,PM10,O3,CO,NO2,SO2,AQI-Level,AQI-Score
02t,15/4/2023 15:00,15/4/2023,15:00,58,83,-1,-1,1,-1,4,119
03t,15/4/2023 15:00,15/4/2023,15:00,61,-1,-1,-1,-1,-1,4,126
05t,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,-1,-1,4,109
10t,15/4/2023 15:00,15/4/2023,15:00,47,-1,-1,-1,-1,-1,3,88
11t,15/4/2023 15:00,15/4/2023,15:00,55,-1,-1,-1,-1,-1,4,111
12t,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,-1,-1,4,109
50t,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,-1,-1,4,109
52t,15/4/2023 15:00,15/4/2023,15:00,55,67,-1,-1,-1,-1,4,111
53t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
54t,15/4/2023 15:00,15/4/2023,15:00,66,97,-1,0.84,13,-1,4,139
59t,15/4/2023 15:00,15/4/2023,15:00,45,68,51,-1,-1,-1,3,80
61t,15/4/2023 15:00,15/4/2023,15:00,46,-1,-1,-1,-1,-1,3,84
bkp100t,15/4/2023 15:00,15/4/2023,15:00,67,-1,-1,-1,-1,-1,4,142
bkp101t,15/4/2023 15:00,15/4/2023,15:00,55,-1,-1,-1,-1,-1,4,111
bkp102t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,-1,-1,-1,4,106
bkp103t,15/4/2023 15:00,15/4/2023,15:00,60,-1,-1,-1,-1,-1,4,124
bkp104t,15/4/2023 15:00,15/4/2023,15:00,48,-1,-1,-1,-1,-1,3,92
bkp105t,15/4/2023 15:00,15/4/2023,15:00,55,-1,-1,-1,-1,-1,4,111
bkp112t,15/4/2023 15:00,15/4/2023,15:00,52,-1,-1,-1,-1,-1,4,104
bkp114t,15/4/2023 15:00,15/4/2023,15:00,44,-1,-1,-1,-1,-1,3,76
bkp115t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp116t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp117t,15/4/2023 15:00,15/4/2023,15:00,46,-1,-1,-1,-1,-1,3,84
bkp118t,15/4/2023 15:00,15/4/2023,15:00,52,-1,-1,-1,-1,-1,4,104
bkp119t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp120t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp121t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp122t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp124t,15/4/2023 15:00,15/4/2023,15:00,45,-1,-1,-1,-1,-1,3,80
bkp125t,15/4/2023 15:00,15/4/2023,15:00,52,-1,-1,-1,-1,-1,4,104
bkp126t,15/4/2023 15:00,15/4/2023,15:00,47,-1,-1,-1,-1,-1,3,88
bkp127t,15/4/2023 15:00,15/4/2023,15:00,57,-1,-1,-1,-1,-1,4,116
bkp128t,15/4/2023 15:00,15/4/2023,15:00,47,-1,-1,-1,-1,-1,3,88
bkp129t,15/4/2023 15:00,15/4/2023,15:00,52,-1,-1,-1,-1,-1,4,104
bkp130t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp131t,15/4/2023 15:00,15/4/2023,15:00,44,-1,-1,-1,-1,-1,3,76
bkp56t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp57t,15/4/2023 15:00,15/4/2023,15:00,43,-1,-1,-1,-1,-1,3,71
bkp58t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp59t,15/4/2023 15:00,15/4/2023,15:00,48,-1,-1,-1,-1,-1,3,92
bkp60t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp61t,15/4/2023 15:00,15/4/2023,15:00,48,-1,-1,-1,-1,-1,3,92
bkp62t,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,-1,-1,4,109
bkp63t,15/4/2023 15:00,15/4/2023,15:00,51,-1,-1,-1,-1,-1,4,101
bkp64t,15/4/2023 15:00,15/4/2023,15:00,57,-1,-1,-1,-1,-1,4,116
bkp65t,15/4/2023 15:00,15/4/2023,15:00,64,-1,-1,-1,-1,-1,4,134
bkp66t,15/4/2023 15:00,15/4/2023,15:00,55,-1,-1,-1,-1,-1,4,111
bkp67t,15/4/2023 15:00,15/4/2023,15:00,78,-1,-1,-1,-1,-1,4,170
bkp69t,15/4/2023 15:00,15/4/2023,15:00,56,-1,-1,-1,-1,-1,4,114
bkp70t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp71t,15/4/2023 15:00,15/4/2023,15:00,48,-1,-1,-1,-1,-1,3,92
bkp72t,15/4/2023 15:00,15/4/2023,15:00,57,-1,-1,-1,-1,-1,4,116
bkp73t,15/4/2023 15:00,15/4/2023,15:00,59,-1,-1,-1,-1,-1,4,121
bkp74t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp75t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp76t,15/4/2023 14:00,15/4/2023,14:00,45,-1,-1,-1,-1,-1,3,80
bkp77t,15/4/2023 15:00,15/4/2023,15:00,52,-1,-1,-1,-1,-1,4,104
bkp78t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,-1,-1,-1,4,106
bkp79t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,-1,-1,-1,4,106
bkp80t,15/4/2023 15:00,15/4/2023,15:00,50,-1,-1,-1,-1,-1,3,100
bkp81t,15/4/2023 15:00,15/4/2023,15:00,57,-1,-1,-1,-1,-1,4,116
bkp82t,15/4/2023 15:00,15/4/2023,15:00,51,-1,-1,-1,-1,-1,4,101
bkp83t,15/4/2023 15:00,15/4/2023,15:00,62,-1,-1,-1,-1,-1,4,129
bkp84t,15/4/2023 15:00,15/4/2023,15:00,58,-1,-1,-1,-1,-1,4,119
bkp85t,15/4/2023 15:00,15/4/2023,15:00,69,-1,-1,-1,-1,-1,4,147
bkp86t,15/4/2023 15:00,15/4/2023,15:00,57,-1,-1,-1,-1,-1,4,116
bkp87t,15/4/2023 15:00,15/4/2023,15:00,58,-1,-1,-1,-1,-1,4,119
bkp88t,15/4/2023 15:00,15/4/2023,15:00,55,-1,-1,-1,-1,-1,4,111
bkp89t,15/4/2023 15:00,15/4/2023,15:00,56,-1,-1,-1,-1,-1,4,114
bkp90t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,-1,-1,-1,4,106
bkp91t,15/4/2023 15:00,15/4/2023,15:00,51,-1,-1,-1,-1,-1,4,101
bkp92t,15/4/2023 15:00,15/4/2023,15:00,64,-1,-1,-1,-1,-1,4,134
bkp93t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
bkp94t,15/4/2023 15:00,15/4/2023,15:00,64,-1,-1,-1,-1,-1,4,134
bkp95t,15/4/2023 15:00,15/4/2023,15:00,58,-1,-1,-1,-1,-1,4,119
bkp96t,15/4/2023 15:00,15/4/2023,15:00,48,-1,-1,-1,-1,-1,3,92
bkp97t,15/4/2023 15:00,15/4/2023,15:00,58,-1,-1,-1,-1,-1,4,119
bkp98t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,-1,-1,-1,4,106
bkp99t,15/4/2023 15:00,15/4/2023,15:00,46,-1,-1,-1,-1,-1,3,84
79t,15/4/2023 15:00,15/4/2023,15:00,49,-1,-1,-1,-1,-1,3,96
o26,15/4/2023 15:00,15/4/2023,15:00,59,-1,-1,-1,-1,-1,4,121
94t,15/4/2023 15:00,15/4/2023,15:00,80,117,48,0.74,14,2,4,175
46t,15/4/2023 15:00,15/4/2023,15:00,60,-1,-1,-1,-1,-1,4,124
100t,15/4/2023 15:00,15/4/2023,15:00,43,62,24,0.44,7,1,3,71
60t,15/4/2023 15:00,15/4/2023,15:00,48,96,27,-1,-1,-1,3,92
32t,15/4/2023 15:00,15/4/2023,15:00,51,-1,-1,-1,-1,-1,4,101
33t,15/4/2023 15:00,15/4/2023,15:00,45,-1,-1,-1,-1,-1,3,80
34t,15/4/2023 15:00,15/4/2023,15:00,46,-1,55,-1,-1,-1,3,84
o23,15/4/2023 15:00,15/4/2023,15:00,78,-1,-1,-1,-1,-1,4,170
o28,15/4/2023 15:00,15/4/2023,15:00,65,-1,-1,-1,-1,-1,4,137
93t,15/4/2023 15:00,15/4/2023,15:00,37,71,42,0.4,1,1,2,50
87t,15/4/2023 15:00,15/4/2023,15:00,39,51,28,0.27,0,1,3,55
76t,15/4/2023 15:00,15/4/2023,15:00,72,105,-1,-1,-1,-1,4,154
o59,15/4/2023 15:00,15/4/2023,15:00,65,-1,-1,-1,-1,-1,4,137
81t,15/4/2023 15:00,15/4/2023,15:00,59,89,-1,-1,-1,-1,4,121
88t,15/4/2023 15:00,15/4/2023,15:00,60,87,45,0.42,5,1,4,124
47t,15/4/2023 15:00,15/4/2023,15:00,53,-1,56,0.78,17,1,4,106
89t,15/4/2023 15:00,15/4/2023,15:00,24,58,32,0.69,0,3,2,32
41t,15/4/2023 15:00,15/4/2023,15:00,69,-1,-1,-1,-1,-1,4,147
13t,15/4/2023 15:00,15/4/2023,15:00,48,68,54,0.58,4,0,3,92
22t,15/4/2023 15:00,15/4/2023,15:00,49,73,-1,-1,-1,-1,3,96
62t,15/4/2023 15:00,15/4/2023,15:00,36,59,-1,-1,-1,-1,2,48
67t,15/4/2023 15:00,15/4/2023,15:00,102,-1,-1,-1,-1,-1,5,212
75t,15/4/2023 15:00,15/4/2023,15:00,156,-1,-1,2.16,4,-1,5,266
m7,15/4/2023 15:00,15/4/2023,15:00,55,84,1,1.46,-1,-1,4,111
101t,15/4/2023 15:00,15/4/2023,15:00,44,61,57,0.16,1,0,3,76
20t,15/4/2023 15:00,15/4/2023,15:00,48,79,27,0.45,3,4,3,92
103t,15/4/2023 15:00,15/4/2023,15:00,70,93,36,0.61,1,0,4,149
77t,15/4/2023 15:00,15/4/2023,15:00,53,64,19,-1,-1,2,4,106
21t,15/4/2023 15:00,15/4/2023,15:00,56,-1,-1,-1,-1,-1,4,114
70t,15/4/2023 15:00,15/4/2023,15:00,127,-1,-1,-1,-1,-1,5,237
95t,15/4/2023 15:00,15/4/2023,15:00,74,116,47,0.74,-1,-1,4,159
86t,15/4/2023 15:00,15/4/2023,15:00,101,140,60,0.16,3,0,5,211
43t,15/4/2023 15:00,15/4/2023,15:00,42,-1,31,0.39,7,-1,3,67
102t,15/4/2023 15:00,15/4/2023,15:00,55,81,83,0.6,3,1,4,125
63t,15/4/2023 15:00,15/4/2023,15:00,36,64,31,-1,-1,-1,2,48
78t,15/4/2023 15:00,15/4/2023,15:00,28,49,-1,-1,-1,-1,2,30
28t,15/4/2023 15:00,15/4/2023,15:00,51,93,45,-1,-1,2,4,101
29t,15/4/2023 15:00,15/4/2023,15:00,58,86,-1,-1,-1,-1,4,119
30t,15/4/2023 15:00,15/4/2023,15:00,62,-1,40,-1,-1,-1,4,129
31t,15/4/2023 15:00,15/4/2023,15:00,55,-1,24,0.67,2,1,4,111
74t,15/4/2023 15:00,15/4/2023,15:00,45,61,-1,-1,-1,-1,3,80
o38,15/4/2023 15:00,15/4/2023,15:00,45,-1,-1,-1,-1,-1,3,80
26t,15/4/2023 15:00,15/4/2023,15:00,66,-1,-1,-1,-1,-1,4,139
o20,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,-1,-1,4,109
99t,15/4/2023 15:00,15/4/2023,15:00,70,112,53,0.55,3,2,4,149
37t,15/4/2023 15:00,15/4/2023,15:00,101,131,62,-1,-1,5,5,211
38t,15/4/2023 15:00,15/4/2023,15:00,73,-1,-1,-1,-1,-1,4,157
39t,15/4/2023 15:00,15/4/2023,15:00,75,-1,-1,-1,-1,-1,4,162
40t,15/4/2023 15:00,15/4/2023,15:00,72,-1,-1,-1,-1,-1,4,154
68t,15/4/2023 15:00,15/4/2023,15:00,79,110,9,0.72,1,2,4,172
o33,15/4/2023 15:00,15/4/2023,15:00,113,145,-1,-1,-1,-1,5,223
o22,15/4/2023 15:00,15/4/2023,15:00,47,-1,-1,-1,-1,-1,3,88
90t,15/4/2023 15:00,15/4/2023,15:00,48,68,46,0.8,6,1,3,92
44t,15/4/2023 15:00,15/4/2023,15:00,39,62,12,0.02,1,-1,3,55
80t,15/4/2023 15:00,15/4/2023,15:00,33,-1,-1,-1,-1,-1,2,41
08t,15/4/2023 15:00,15/4/2023,15:00,54,-1,-1,-1,0,-1,4,109
16t,15/4/2023 15:00,15/4/2023,15:00,53,75,37,0.2,-1,0,4,106
17t,15/4/2023 15:00,15/4/2023,15:00,48,63,-1,1.47,-1,-1,3,92
18t,15/4/2023 15:00,15/4/2023,15:00,60,-1,21,0.65,-1,-1,4,124
19t,15/4/2023 15:00,15/4/2023,15:00,41,81,-1,-1,-1,-1,3,63
84t,15/4/2023 15:00,15/4/2023,15:00,45,65,35,0.73,4,-1,3,80
14t,15/4/2023 15:00,15/4/2023,15:00,53,-1,-1,2.08,20,-1,4,106
27t,15/4/2023 15:00,15/4/2023,15:00,48,70,20,-1,-1,-1,3,92
24t,15/4/2023 15:00,15/4/2023,15:00,48,88,-1,1.5,6,0,3,92
25t,15/4/2023 15:00,15/4/2023,15:00,52,85,-1,-1,9,-1,4,104
71t,15/4/2023 15:00,15/4/2023,15:00,35,63,46,0.28,4,1,2,46
o21,15/4/2023 15:00,15/4/2023,15:00,82,-1,-1,-1,-1,-1,4,180
85t,15/4/2023 15:00,15/4/2023,15:00,79,115,38,0.71,2,1,4,172
42t,15/4/2023 15:00,15/4/2023,15:00,41,-1,-1,-1,-1,-1,3,63
96t,15/4/2023 15:00,15/4/2023,15:00,81,120,62,0.3,-1,0,4,177
82t,15/4/2023 15:00,15/4/2023,15:00,98,130,45,0.67,3,1,5,208
o27,15/4/2023 15:00,15/4/2023,15:00,67,-1,-1,-1,-1,-1,4,142
91t,15/4/2023 15:00,15/4/2023,15:00,64,89,62,0.65,3,1,4,134
92t,15/4/2023 15:00,15/4/2023,15:00,71,105,64,1.12,5,0,4,152
98t,15/4/2023 15:00,15/4/2023,15:00,82,114,44,0.73,6,1,4,180
83t,15/4/2023 15:00,15/4/2023,15:00,61,82,53,0.44,3,24,4,126
o66,15/4/2023 15:00,15/4/2023,15:00,78,105,-1,-1,-1,-1,4,170
57t,15/4/2023 15:00,15/4/2023,15:00,167,189,66,-1,-1,-1,5,277
73t,15/4/2023 15:00,15/4/2023,15:00,238,312,45,2.58,-1,1,5,348
35t,15/4/2023 15:00,15/4/2023,15:00,99,-1,-1,-1,-1,-1,5,209
36t,15/4/2023 15:00,15/4/2023,15:00,98,120,-1,-1,-1,-1,5,208
o30,15/4/2023 15:00,15/4/2023,15:00,78,109,-1,-1,-1,-1,4,170
o31,15/4/2023 15:00,15/4/2023,15:00,154,194,-1,-1,-1,-1,5,264
o64,15/4/2023 15:00,15/4/2023,15:00,96,121,-1,-1,-1,-1,5,206
o65,15/4/2023 15:00,15/4/2023,15:00,89,119,-1,-1,-1,-1,4,197
o10,15/4/2023 15:00,15/4/2023,15:00,59,-1,-1,-1,-1,-1,4,121
97t,15/4/2023 15:00,15/4/2023,15:00,77,107,63,0.55,4,1,4,167
72t,15/4/2023 15:00,15/4/2023,15:00,75,99,-1,-1,-1,1,4,162
69t,15/4/2023 15:00,15/4/2023,15:00,76,-1,60,-1,3,-1,4,164
58t,15/4/2023 15:00,15/4/2023,15:00,134,145,-1,-1,-1,-1,5,244
o29,15/4/2023 15:00,15/4/2023,15:00,79,-1,-1,-1,-1,-1,4,172
reo1,15/4/2023 15:00,15/4/2023,15:00,243,-1,-1,-1,-1,-1,5,353
02t,15/4/2023 16:00,15/4/2023,16:00,58,84,-1,-1,-1,-1,4,119
03t,15/4/2023 16:00,15/4/2023,16:00,62,-1,-1,-1,-1,-1,4,129
05t,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,-1,-1,-1,4,109
11t,15/4/2023 16:00,15/4/2023,16:00,55,-1,-1,-1,-1,-1,4,111
12t,15/4/2023 16:00,15/4/2023,16:00,55,-1,-1,-1,-1,-1,4,111
52t,15/4/2023 16:00,15/4/2023,16:00,55,67,-1,-1,-1,-1,4,111
53t,15/4/2023 16:00,15/4/2023,16:00,50,-1,-1,-1,-1,-1,3,100
54t,15/4/2023 16:00,15/4/2023,16:00,66,98,-1,0.83,15,-1,4,139
59t,15/4/2023 16:00,15/4/2023,16:00,45,71,55,-1,-1,-1,3,80
61t,15/4/2023 16:00,15/4/2023,16:00,45,-1,-1,-1,-1,-1,3,80
bkp100t,15/4/2023 16:00,15/4/2023,16:00,68,-1,-1,-1,-1,-1,4,144
bkp101t,15/4/2023 16:00,15/4/2023,16:00,56,-1,-1,-1,-1,-1,4,114
bkp102t,15/4/2023 16:00,15/4/2023,16:00,53,-1,-1,-1,-1,-1,4,106
bkp103t,15/4/2023 16:00,15/4/2023,16:00,61,-1,-1,-1,-1,-1,4,126
bkp104t,15/4/2023 16:00,15/4/2023,16:00,48,-1,-1,-1,-1,-1,3,92
bkp105t,15/4/2023 16:00,15/4/2023,16:00,55,-1,-1,-1,-1,-1,4,111
bkp56t,15/4/2023 16:00,15/4/2023,16:00,49,-1,-1,-1,-1,-1,3,96
bkp57t,15/4/2023 16:00,15/4/2023,16:00,43,-1,-1,-1,-1,-1,3,71
bkp58t,15/4/2023 16:00,15/4/2023,16:00,49,-1,-1,-1,-1,-1,3,96
bkp59t,15/4/2023 16:00,15/4/2023,16:00,49,-1,-1,-1,-1,-1,3,96
bkp60t,15/4/2023 16:00,15/4/2023,16:00,50,-1,-1,-1,-1,-1,3,100
bkp62t,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,-1,-1,-1,4,109
bkp63t,15/4/2023 16:00,15/4/2023,16:00,51,-1,-1,-1,-1,-1,4,101
bkp64t,15/4/2023 16:00,15/4/2023,16:00,57,-1,-1,-1,-1,-1,4,116
bkp65t,15/4/2023 16:00,15/4/2023,16:00,65,-1,-1,-1,-1,-1,4,137
bkp66t,15/4/2023 16:00,15/4/2023,16:00,55,-1,-1,-1,-1,-1,4,111
bkp67t,15/4/2023 16:00,15/4/2023,16:00,79,-1,-1,-1,-1,-1,4,172
bkp69t,15/4/2023 16:00,15/4/2023,16:00,57,-1,-1,-1,-1,-1,4,116
bkp70t,15/4/2023 16:00,15/4/2023,16:00,50,-1,-1,-1,-1,-1,3,100
bkp71t,15/4/2023 16:00,15/4/2023,16:00,48,-1,-1,-1,-1,-1,3,92
bkp72t,15/4/2023 16:00,15/4/2023,16:00,58,-1,-1,-1,-1,-1,4,119
bkp73t,15/4/2023 16:00,15/4/2023,16:00,59,-1,-1,-1,-1,-1,4,121
bkp74t,15/4/2023 16:00,15/4/2023,16:00,50,-1,-1,-1,-1,-1,3,100
bkp75t,15/4/2023 16:00,15/4/2023,16:00,51,-1,-1,-1,-1,-1,4,101
bkp77t,15/4/2023 16:00,15/4/2023,16:00,52,-1,-1,-1,-1,-1,4,104
bkp78t,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,-1,-1,-1,4,109
bkp79t,15/4/2023 16:00,15/4/2023,16:00,53,-1,-1,-1,-1,-1,4,106
bkp80t,15/4/2023 16:00,15/4/2023,16:00,51,-1,-1,-1,-1,-1,4,101
bkp81t,15/4/2023 16:00,15/4/2023,16:00,57,-1,-1,-1,-1,-1,4,116
bkp82t,15/4/2023 16:00,15/4/2023,16:00,51,-1,-1,-1,-1,-1,4,101
bkp83t,15/4/2023 16:00,15/4/2023,16:00,62,-1,-1,-1,-1,-1,4,129
bkp84t,15/4/2023 16:00,15/4/2023,16:00,58,-1,-1,-1,-1,-1,4,119
bkp85t,15/4/2023 16:00,15/4/2023,16:00,69,-1,-1,-1,-1,-1,4,147
bkp86t,15/4/2023 16:00,15/4/2023,16:00,57,-1,-1,-1,-1,-1,4,116
bkp87t,15/4/2023 16:00,15/4/2023,16:00,59,-1,-1,-1,-1,-1,4,121
bkp88t,15/4/2023 16:00,15/4/2023,16:00,55,-1,-1,-1,-1,-1,4,111
bkp89t,15/4/2023 16:00,15/4/2023,16:00,56,-1,-1,-1,-1,-1,4,114
bkp90t,15/4/2023 16:00,15/4/2023,16:00,53,-1,-1,-1,-1,-1,4,106
bkp91t,15/4/2023 16:00,15/4/2023,16:00,52,-1,-1,-1,-1,-1,4,104
bkp92t,15/4/2023 16:00,15/4/2023,16:00,65,-1,-1,-1,-1,-1,4,137
bkp93t,15/4/2023 16:00,15/4/2023,16:00,50,-1,-1,-1,-1,-1,3,100
bkp94t,15/4/2023 16:00,15/4/2023,16:00,65,-1,-1,-1,-1,-1,4,137
bkp95t,15/4/2023 16:00,15/4/2023,16:00,58,-1,-1,-1,-1,-1,4,119
bkp96t,15/4/2023 16:00,15/4/2023,16:00,48,-1,-1,-1,-1,-1,3,92
bkp97t,15/4/2023 16:00,15/4/2023,16:00,58,-1,-1,-1,-1,-1,4,119
bkp98t,15/4/2023 16:00,15/4/2023,16:00,53,-1,-1,-1,-1,-1,4,106
bkp99t,15/4/2023 16:00,15/4/2023,16:00,46,-1,-1,-1,-1,-1,3,84
o26,15/4/2023 16:00,15/4/2023,16:00,59,-1,-1,-1,-1,-1,4,121
94t,15/4/2023 16:00,15/4/2023,16:00,82,119,51,0.74,16,2,4,180
46t,15/4/2023 16:00,15/4/2023,16:00,60,-1,-1,-1,-1,-1,4,124
100t,15/4/2023 16:00,15/4/2023,16:00,44,63,27,0.43,6,1,3,76
60t,15/4/2023 16:00,15/4/2023,16:00,48,97,32,-1,-1,-1,3,92
32t,15/4/2023 16:00,15/4/2023,16:00,52,-1,-1,-1,-1,-1,4,104
33t,15/4/2023 16:00,15/4/2023,16:00,46,-1,-1,-1,-1,-1,3,84
34t,15/4/2023 16:00,15/4/2023,16:00,47,-1,55,-1,-1,-1,3,88
o23,15/4/2023 16:00,15/4/2023,16:00,79,-1,-1,-1,-1,-1,4,172
o28,15/4/2023 16:00,15/4/2023,16:00,65,-1,-1,-1,-1,-1,4,137
93t,15/4/2023 16:00,15/4/2023,16:00,37,71,45,0.36,1,1,2,50
87t,15/4/2023 16:00,15/4/2023,16:00,45,52,32,0.27,0,0,3,80
76t,15/4/2023 16:00,15/4/2023,16:00,72,105,-1,-1,-1,-1,4,154
o59,15/4/2023 16:00,15/4/2023,16:00,64,-1,-1,-1,-1,-1,4,134
81t,15/4/2023 16:00,15/4/2023,16:00,60,90,-1,-1,-1,-1,4,124
88t,15/4/2023 16:00,15/4/2023,16:00,59,88,48,0.38,5,1,4,121
47t,15/4/2023 16:00,15/4/2023,16:00,53,-1,58,0.78,39,1,4,106
89t,15/4/2023 16:00,15/4/2023,16:00,25,59,36,0.68,0,3,2,33
41t,15/4/2023 16:00,15/4/2023,16:00,70,-1,-1,-1,-1,-1,4,149
13t,15/4/2023 16:00,15/4/2023,16:00,48,69,60,0.6,5,0,3,92
22t,15/4/2023 16:00,15/4/2023,16:00,49,73,-1,-1,-1,-1,3,96
62t,15/4/2023 16:00,15/4/2023,16:00,36,59,86,-1,-1,-1,4,131
75t,15/4/2023 16:00,15/4/2023,16:00,157,-1,-1,2,3,-1,5,267
m7,15/4/2023 16:00,15/4/2023,16:00,55,85,1,1.45,-1,-1,4,111
101t,15/4/2023 16:00,15/4/2023,16:00,44,62,62,0.16,1,0,3,79
20t,15/4/2023 16:00,15/4/2023,16:00,48,79,31,0.46,4,4,3,92
103t,15/4/2023 16:00,15/4/2023,16:00,71,94,39,0.59,1,0,4,152
77t,15/4/2023 16:00,15/4/2023,16:00,53,64,21,-1,-1,2,4,106
21t,15/4/2023 16:00,15/4/2023,16:00,57,-1,-1,-1,-1,-1,4,116
70t,15/4/2023 16:00,15/4/2023,16:00,128,-1,-1,-1,-1,-1,5,238
95t,15/4/2023 16:00,15/4/2023,16:00,74,116,54,0.74,2,3,4,159
86t,15/4/2023 16:00,15/4/2023,16:00,101,140,68,0.14,4,0,5,211
43t,15/4/2023 16:00,15/4/2023,16:00,43,-1,32,0.38,6,-1,3,71
102t,15/4/2023 16:00,15/4/2023,16:00,56,81,92,0.55,4,1,4,143
63t,15/4/2023 16:00,15/4/2023,16:00,36,65,35,-1,-1,-1,2,48
78t,15/4/2023 16:00,15/4/2023,16:00,28,49,-1,-1,-1,-1,2,30
28t,15/4/2023 16:00,15/4/2023,16:00,52,94,51,-1,-1,2,4,104
29t,15/4/2023 16:00,15/4/2023,16:00,58,86,-1,-1,-1,-1,4,119
30t,15/4/2023 16:00,15/4/2023,16:00,62,-1,42,-1,-1,-1,4,129
31t,15/4/2023 16:00,15/4/2023,16:00,54,-1,24,0.67,2,1,4,109
74t,15/4/2023 16:00,15/4/2023,16:00,45,60,-1,-1,-1,-1,3,80
o38,15/4/2023 16:00,15/4/2023,16:00,46,-1,-1,-1,-1,-1,3,84
26t,15/4/2023 16:00,15/4/2023,16:00,67,-1,-1,-1,-1,-1,4,142
o20,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,-1,-1,-1,4,109
99t,15/4/2023 16:00,15/4/2023,16:00,70,111,60,0.57,3,2,4,149
37t,15/4/2023 16:00,15/4/2023,16:00,104,134,76,-1,-1,4,5,214
38t,15/4/2023 16:00,15/4/2023,16:00,73,-1,-1,-1,-1,-1,4,157
39t,15/4/2023 16:00,15/4/2023,16:00,76,-1,-1,-1,-1,-1,4,164
40t,15/4/2023 16:00,15/4/2023,16:00,72,-1,-1,-1,-1,-1,4,154
o33,15/4/2023 16:00,15/4/2023,16:00,114,146,-1,-1,-1,-1,5,224
o22,15/4/2023 16:00,15/4/2023,16:00,47,-1,-1,-1,-1,-1,3,88
90t,15/4/2023 16:00,15/4/2023,16:00,48,68,50,0.77,5,1,3,92
44t,15/4/2023 16:00,15/4/2023,16:00,39,63,18,0.02,3,-1,3,55
80t,15/4/2023 16:00,15/4/2023,16:00,33,-1,-1,-1,-1,-1,2,41
08t,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,-1,0,-1,4,109
16t,15/4/2023 16:00,15/4/2023,16:00,53,75,38,0.21,-1,0,4,106
17t,15/4/2023 16:00,15/4/2023,16:00,48,63,-1,1.47,-1,-1,3,92
18t,15/4/2023 16:00,15/4/2023,16:00,60,-1,24,0.65,-1,-1,4,124
19t,15/4/2023 16:00,15/4/2023,16:00,42,81,-1,-1,-1,-1,3,67
84t,15/4/2023 16:00,15/4/2023,16:00,46,66,39,0.73,4,-1,3,84
14t,15/4/2023 16:00,15/4/2023,16:00,54,-1,-1,2.08,29,-1,4,109
27t,15/4/2023 16:00,15/4/2023,16:00,48,70,21,-1,-1,-1,3,92
24t,15/4/2023 16:00,15/4/2023,16:00,52,89,-1,1.49,6,0,4,104
25t,15/4/2023 16:00,15/4/2023,16:00,52,85,-1,-1,9,-1,4,104
71t,15/4/2023 16:00,15/4/2023,16:00,35,63,49,0.3,6,1,2,48
85t,15/4/2023 16:00,15/4/2023,16:00,79,116,43,0.71,2,1,4,172
42t,15/4/2023 16:00,15/4/2023,16:00,42,-1,-1,-1,-1,-1,3,67
96t,15/4/2023 16:00,15/4/2023,16:00,81,121,71,0.27,-1,0,4,177
82t,15/4/2023 16:00,15/4/2023,16:00,98,130,52,0.63,4,1,5,208
91t,15/4/2023 16:00,15/4/2023,16:00,64,89,67,0.61,5,1,4,134
92t,15/4/2023 16:00,15/4/2023,16:00,72,105,71,1.2,4,0,4,154
