,Predicted_PM2.5,PM2.5_station,month
2019-01-22 16:00:00,41.07420002739726,27.46808510638298,1
2019-01-23 09:00:00,49.4456152739726,47.06382978723404,1
2019-01-23 10:00:00,47.13291734246575,43.91304347826087,1
2019-01-23 11:00:00,44.444602520547946,37.53191489361702,1
2019-01-23 12:00:00,42.90602158904109,33.42553191489362,1
2019-01-23 13:00:00,43.18164867123288,31.319148936170212,1
2019-01-23 14:00:00,42.54175036986302,29.97872340425532,1
2019-01-23 15:00:00,36.42012071232877,28.106382978723403,1
2019-01-23 16:00:00,37.861065972602745,27.58695652173913,1
2019-01-24 09:00:00,53.85040557534247,55.06521739130435,1
2019-01-24 10:00:00,50.74019875342466,51.97826086956522,1
2019-01-24 11:00:00,45.9329561369863,44.52173913043478,1
2019-01-24 12:00:00,43.2047851369863,37.54347826086956,1
2019-01-24 13:00:00,43.07190461643836,33.765957446808514,1
2019-01-24 14:00:00,39.65846784931508,30.32608695652174,1
2019-01-24 15:00:00,35.619707958904115,29.108695652173914,1
2019-01-24 16:00:00,39.13434629452056,28.74468085106383,1
2019-01-25 09:00:00,57.7259789041096,73.7872340425532,1
2019-01-25 10:00:00,56.33185973972604,72.48936170212765,1
2019-01-25 11:00:00,55.795687164383565,66.06382978723404,1
2019-01-25 12:00:00,53.52875798630137,56.702127659574465,1
2019-01-25 13:00:00,45.84127102191781,46.78260869565217,1
2019-01-25 14:00:00,46.00725850684932,42.391304347826086,1
2019-01-25 15:00:00,41.071740438356166,37.0,1
2019-01-25 16:00:00,41.62935215068493,36.666666666666664,1
2019-01-26 09:00:00,49.91049116438356,67.83333333333333,1
2019-01-26 10:00:00,48.20824564383562,59.45652173913044,1
2019-01-26 11:00:00,41.76839248493151,48.51063829787234,1
2019-01-26 12:00:00,40.5985058630137,41.46808510638298,1
2019-01-26 13:00:00,40.05919735616439,36.54347826086956,1
2019-01-26 14:00:00,43.76613149315069,33.0,1
2019-01-26 15:00:00,40.88428631506849,29.541666666666668,1
2019-01-26 16:00:00,44.89814167123287,28.9375,1
2019-01-28 09:00:00,50.357891219178086,57.479166666666664,1
2019-01-28 10:00:00,49.57853943835617,53.391304347826086,1
2019-01-28 11:00:00,50.23128764383562,50.319148936170215,1
2019-01-28 12:00:00,50.06016636986302,45.91489361702128,1
2019-01-28 13:00:00,51.87496704109589,40.28260869565217,1
2019-01-28 14:00:00,54.345011972602734,37.638297872340424,1
2019-01-28 15:00:00,52.02283136986301,37.76086956521739,1
2019-01-28 16:00:00,48.218842863013705,39.71111111111111,1
2019-01-29 09:00:00,54.42550706849315,69.59574468085107,1
2019-01-29 10:00:00,52.31135919178082,66.0,1
2019-01-29 11:00:00,55.27041398630137,62.28260869565217,1
2019-01-29 12:00:00,52.14879583561644,53.744680851063826,1
2019-01-29 13:00:00,50.271599486301376,47.145833333333336,1
2019-01-29 14:00:00,48.90649961643835,42.520833333333336,1
2019-01-29 15:00:00,47.809386643835616,41.1875,1
2019-01-29 16:00:00,42.92704728767124,40.770833333333336,1
2019-01-30 09:00:00,67.21794795890412,81.46808510638297,1
2019-01-30 10:00:00,68.3054013150685,80.20833333333333,1
2019-01-30 11:00:00,63.613500575342464,73.66666666666667,1
2019-01-30 12:00:00,61.0329892739726,68.64583333333333,1
2019-01-30 13:00:00,57.84498005479451,62.833333333333336,1
2019-01-30 14:00:00,55.093215479452056,57.5,1
2019-01-30 15:00:00,49.7878489041096,54.666666666666664,1
2019-01-30 16:00:00,47.895491,53.416666666666664,1
2019-01-31 09:00:00,59.408838273972606,71.57446808510639,1
2019-01-31 10:00:00,61.09928287671233,72.08333333333333,1
2019-01-31 11:00:00,58.99022802739725,66.53191489361703,1
2019-01-31 12:00:00,54.80345921917808,60.23913043478261,1
2019-01-31 13:00:00,52.38682926027398,56.0,1
2019-01-31 14:00:00,49.303874849315065,51.45652173913044,1
2019-01-31 15:00:00,49.00419823287671,49.47826086956522,1
2019-01-31 16:00:00,48.23744621917808,47.0,1
2019-02-02 09:00:00,52.37053261643836,44.625,2
2019-02-02 10:00:00,52.70932031506849,43.979166666666664,2
2019-02-02 11:00:00,48.72574732876712,41.666666666666664,2
2019-02-02 12:00:00,47.15541389041096,39.458333333333336,2
2019-02-02 13:00:00,48.05232420547946,38.851063829787236,2
2019-02-02 14:00:00,49.2125241369863,38.125,2
2019-02-02 15:00:00,47.351241534246576,38.916666666666664,2
2019-02-02 16:00:00,48.94422723287671,37.8936170212766,2
2019-02-03 09:00:00,50.08763947945206,42.1063829787234,2
2019-02-03 10:00:00,49.54233937671233,41.91489361702128,2
2019-02-03 11:00:00,47.50727568493151,39.829787234042556,2
2019-02-03 12:00:00,46.05425479452055,35.787234042553195,2
2019-02-03 13:00:00,46.47933820547945,31.51063829787234,2
2019-02-03 14:00:00,42.693254205479455,29.25531914893617,2
2019-02-03 15:00:00,40.721825328767125,26.680851063829788,2
2019-02-03 16:00:00,43.09408140410959,25.604166666666668,2
2019-02-04 09:00:00,52.09652250684931,36.479166666666664,2
2019-02-04 10:00:00,46.08481306849315,35.270833333333336,2
2019-02-04 11:00:00,48.00329647945205,33.395833333333336,2
2019-02-04 12:00:00,44.80325794520548,31.8125,2
2019-02-04 13:00:00,43.83423973972603,31.25,2
2019-02-04 14:00:00,43.78909338356165,30.617021276595743,2
2019-02-04 15:00:00,39.94068861643836,30.361702127659573,2
2019-02-04 16:00:00,39.73667212739726,29.4468085106383,2
2019-02-05 09:00:00,45.79296091780822,32.8125,2
2019-02-05 10:00:00,40.596487643835616,31.891304347826086,2
2019-02-05 11:00:00,41.78859624657535,32.0,2
2019-02-05 12:00:00,42.83653995890411,31.25,2
2019-02-05 13:00:00,40.6977172739726,30.617021276595743,2
2019-02-05 14:00:00,38.80426753424658,29.916666666666668,2
2019-02-05 15:00:00,37.254609472602745,28.770833333333332,2
2019-02-05 16:00:00,36.35850749315068,29.25531914893617,2
2019-02-06 09:00:00,41.15557398630137,30.74468085106383,2
2019-02-06 10:00:00,42.74180752054794,31.340425531914892,2
2019-02-06 11:00:00,40.1995215890411,29.76595744680851,2
2019-02-06 12:00:00,39.78422819178082,30.166666666666668,2
2019-02-06 13:00:00,39.07003661643836,30.375,2
2019-02-06 14:00:00,42.470999424657535,30.625,2
2019-02-06 15:00:00,35.1706072739726,28.51063829787234,2
2019-02-06 16:00:00,34.63962710273972,27.72340425531915,2
2019-02-08 09:00:00,46.479994616438354,37.680851063829785,2
2019-02-08 10:00:00,44.48377398630137,38.1063829787234,2
2019-02-08 11:00:00,40.89452169863014,37.319148936170215,2
2019-02-08 12:00:00,40.742343431506846,34.875,2
2019-02-08 13:00:00,39.03618901369863,31.979166666666668,2
2019-02-08 14:00:00,39.459261808219175,29.916666666666668,2
2019-02-08 15:00:00,39.30356771232877,26.208333333333332,2
2019-02-08 16:00:00,36.71621898630138,25.125,2
2019-02-09 09:00:00,40.34709371232877,33.895833333333336,2
2019-02-09 10:00:00,41.56322498630137,33.23913043478261,2
2019-02-09 11:00:00,43.49242547945206,34.276595744680854,2
2019-02-09 12:00:00,43.56615293150685,33.61702127659574,2
2019-02-09 13:00:00,40.626061938356166,31.425531914893618,2
2019-02-09 14:00:00,42.78279084931507,29.0,2
2019-02-09 15:00:00,38.30762511643835,25.833333333333332,2
2019-02-09 16:00:00,37.97819097260274,23.208333333333332,2
2019-02-10 09:00:00,48.84466423287672,37.666666666666664,2
2019-02-10 10:00:00,49.10570967123287,38.6875,2
2019-02-10 11:00:00,48.37393923287672,39.395833333333336,2
2019-02-10 12:00:00,47.12542563013699,40.604166666666664,2
2019-02-10 13:00:00,47.2988537260274,38.276595744680854,2
2019-02-10 14:00:00,42.01409010958904,33.65217391304348,2
2019-02-10 15:00:00,39.527978616438354,29.93617021276596,2
2019-02-10 16:00:00,36.59006921917808,27.51063829787234,2
2019-02-11 09:00:00,48.46073356164384,40.702127659574465,2
2019-02-11 10:00:00,47.40425523287672,39.48936170212766,2
2019-02-11 11:00:00,51.195911712328765,38.53191489361702,2
2019-02-11 12:00:00,56.36663052054795,40.08510638297872,2
2019-02-11 13:00:00,45.56563627397261,39.958333333333336,2
2019-02-11 14:00:00,50.53382731506849,39.4468085106383,2
2019-02-11 15:00:00,42.392379356164376,38.723404255319146,2
2019-02-11 16:00:00,40.02254053424658,37.91489361702128,2
2019-02-12 09:00:00,61.054891158904105,46.0,2
2019-02-12 10:00:00,65.9935724520548,43.25,2
2019-02-12 11:00:00,74.47996771232876,43.416666666666664,2
2019-02-12 12:00:00,75.38604016438356,40.28260869565217,2
2019-02-12 13:00:00,76.16012480821918,38.25,2
2019-02-12 14:00:00,57.547242328767126,39.53191489361702,2
2019-02-12 15:00:00,52.81224204794521,41.40425531914894,2
2019-02-12 16:00:00,57.24988291780823,40.638297872340424,2
2019-02-13 09:00:00,59.75166297260274,61.375,2
2019-02-13 10:00:00,61.09019034246576,65.04166666666667,2
2019-02-13 11:00:00,62.11069857534246,64.14583333333333,2
2019-02-13 12:00:00,60.888621095890414,60.191489361702125,2
2019-02-13 13:00:00,56.251745506849325,55.0625,2
2019-02-13 14:00:00,51.729353767123285,51.5,2
2019-02-13 15:00:00,47.23357678082192,49.0625,2
2019-02-13 16:00:00,44.17051115068493,48.479166666666664,2
2019-02-14 09:00:00,51.979373064383566,39.791666666666664,2
2019-02-14 10:00:00,48.23938010958904,39.829787234042556,2
2019-02-14 11:00:00,42.86607750684932,38.229166666666664,2
2019-02-14 12:00:00,40.50105404109589,36.583333333333336,2
2019-02-14 13:00:00,40.03844931506849,35.08510638297872,2
2019-02-14 14:00:00,38.65629434246575,34.17391304347826,2
2019-02-14 15:00:00,35.59930071232876,34.108695652173914,2
2019-02-14 16:00:00,34.53164936986301,33.041666666666664,2
2019-02-15 09:00:00,48.50588397260274,36.479166666666664,2
2019-02-15 10:00:00,45.422692095890405,36.375,2
2019-02-15 11:00:00,41.29168590410959,34.729166666666664,2
2019-02-15 12:00:00,43.58607204109589,32.604166666666664,2
2019-02-15 13:00:00,39.46589432876713,32.541666666666664,2
2019-02-15 14:00:00,38.93991576027397,33.791666666666664,2
2019-02-15 15:00:00,36.65998393150685,34.270833333333336,2
2019-02-15 16:00:00,35.05319490410959,35.297872340425535,2
2019-02-16 09:00:00,50.35557142465753,38.354166666666664,2
2019-02-16 10:00:00,45.8342862739726,37.166666666666664,2
2019-02-16 11:00:00,47.017892671232886,35.145833333333336,2
2019-02-16 12:00:00,42.73709989041096,32.5625,2
2019-02-16 13:00:00,40.60412119178083,31.95744680851064,2
2019-02-16 14:00:00,37.55373915068493,31.404255319148938,2
2019-02-16 15:00:00,35.536538054794526,31.020833333333332,2
2019-02-16 16:00:00,33.56865347945205,31.958333333333332,2
2019-02-17 09:00:00,39.71431905479452,26.979166666666668,2
2019-02-17 10:00:00,36.22745957534247,26.76595744680851,2
2019-02-17 11:00:00,37.35601850684932,24.854166666666668,2
2019-02-17 12:00:00,35.43296923287671,23.0625,2
2019-02-17 13:00:00,37.37077817808219,22.958333333333332,2
2019-02-17 14:00:00,37.05333994520548,20.854166666666668,2
2019-02-17 15:00:00,36.28484419178082,21.291666666666668,2
2019-02-17 16:00:00,36.4107455890411,20.979166666666668,2
2019-02-18 09:00:00,36.7585721369863,30.0625,2
2019-02-18 10:00:00,38.15133462328768,29.404255319148938,2
2019-02-18 11:00:00,37.99655269863014,27.166666666666668,2
2019-02-18 12:00:00,35.003659479452054,25.3125,2
2019-02-18 13:00:00,33.358730041095896,24.479166666666668,2
2019-02-18 14:00:00,32.44770409589041,22.375,2
2019-02-18 15:00:00,29.577562020547944,22.630434782608695,2
2019-02-18 16:00:00,30.31558739726028,20.229166666666668,2
2019-02-19 09:00:00,41.17372919178082,30.21276595744681,2
2019-02-19 10:00:00,40.65732812328767,29.91304347826087,2
2019-02-19 11:00:00,43.61006578082192,27.3125,2
2019-02-19 12:00:00,39.31613435616438,25.4375,2
2019-02-19 13:00:00,39.07696111643836,22.6875,2
2019-02-19 14:00:00,34.58728787671233,20.8125,2
2019-02-19 15:00:00,31.69253473972603,19.5531914893617,2
2019-02-19 16:00:00,31.658876178082195,19.21276595744681,2
2019-02-20 09:00:00,54.76257120547945,33.76086956521739,2
2019-02-20 10:00:00,51.09666471232877,32.744680851063826,2
2019-02-20 11:00:00,55.46149875342465,30.361702127659573,2
2019-02-20 12:00:00,50.7600441369863,28.5531914893617,2
2019-02-20 13:00:00,45.714157054794526,25.391304347826086,2
2019-02-20 14:00:00,39.153234698630136,22.891304347826086,2
2019-02-20 15:00:00,35.54697942465753,20.638297872340427,2
2019-02-20 16:00:00,33.4967399041096,21.833333333333332,2
2019-02-21 09:00:00,55.67108463013699,37.895833333333336,2
2019-02-21 10:00:00,54.34447573972602,38.666666666666664,2
2019-02-21 11:00:00,59.80779716438356,37.979166666666664,2
2019-02-21 12:00:00,59.13910465753424,37.53191489361702,2
2019-02-21 13:00:00,49.22911801369863,34.57446808510638,2
2019-02-21 14:00:00,41.996140643835616,31.382978723404257,2
2019-02-21 15:00:00,39.49789379452055,28.395833333333332,2
2019-02-21 16:00:00,37.73113390410959,27.148936170212767,2
2019-02-23 09:00:00,39.10282634246576,39.354166666666664,2
2019-02-23 10:00:00,39.15431145205479,39.5625,2
2019-02-23 11:00:00,38.59530167123288,39.875,2
2019-02-23 12:00:00,42.03947826027397,38.083333333333336,2
2019-02-23 13:00:00,41.5131870410959,35.808510638297875,2
2019-02-23 14:00:00,38.94481346575344,31.833333333333332,2
2019-02-23 15:00:00,37.074993547945205,29.291666666666668,2
2019-02-23 16:00:00,35.46920504109589,28.46808510638298,2
2019-02-24 09:00:00,40.83700449315069,34.38297872340426,2
2019-02-24 10:00:00,42.332454,36.75555555555555,2
2019-02-24 11:00:00,42.75032732876713,34.276595744680854,2
2019-02-24 12:00:00,40.97593743835617,33.02173913043478,2
2019-02-24 13:00:00,42.23864772602739,28.583333333333332,2
2019-02-24 14:00:00,41.648920821917805,27.916666666666668,2
2019-02-24 15:00:00,41.78095912328767,28.104166666666668,2
2019-02-24 16:00:00,36.59692993150685,26.645833333333332,2
2019-02-25 09:00:00,42.90331469863013,36.191489361702125,2
2019-02-25 10:00:00,41.81855795890411,37.47826086956522,2
2019-02-25 11:00:00,41.163445643835615,36.958333333333336,2
2019-02-25 12:00:00,39.10862626027397,36.6875,2
2019-02-25 13:00:00,36.4436759780822,34.5,2
2019-02-25 14:00:00,36.84286966712329,33.5625,2
2019-02-25 15:00:00,35.06453804109589,31.770833333333332,2
2019-02-25 16:00:00,36.289958746575344,29.958333333333332,2
2019-02-26 09:00:00,44.57230449315068,42.25,2
2019-02-26 10:00:00,42.39474915068494,40.333333333333336,2
2019-02-26 11:00:00,40.85527420547945,38.270833333333336,2
2019-02-26 12:00:00,41.20972901369863,37.291666666666664,2
2019-02-26 13:00:00,40.35359401369863,33.51063829787234,2
2019-02-26 14:00:00,38.04088923287672,31.416666666666668,2
2019-02-26 15:00:00,38.34945749315069,31.416666666666668,2
2019-02-26 16:00:00,35.21424825342466,29.854166666666668,2
2019-02-27 09:00:00,49.428636616438354,47.61702127659574,2
2019-02-27 10:00:00,44.485839424657534,42.4375,2
2019-02-27 11:00:00,46.90323207534247,39.375,2
2019-02-27 12:00:00,46.281815863013705,38.93617021276596,2
2019-02-27 13:00:00,44.38519931506848,36.369565217391305,2
2019-02-27 14:00:00,44.33918508219179,35.340425531914896,2
2019-02-27 15:00:00,42.52611141095891,35.895833333333336,2
2019-02-27 16:00:00,38.99228547945204,37.395833333333336,2
2019-02-28 09:00:00,45.10883116438357,43.208333333333336,2
2019-02-28 10:00:00,46.26867983561644,43.229166666666664,2
2019-02-28 11:00:00,42.70660867123287,43.6875,2
2019-02-28 12:00:00,45.18629528767124,40.979166666666664,2
2019-02-28 13:00:00,45.680802801369865,39.708333333333336,2
2019-02-28 14:00:00,44.62117235616438,38.0625,2
2019-02-28 15:00:00,42.07488020547945,36.5,2
2019-02-28 16:00:00,38.63702171232877,36.541666666666664,2
2019-03-01 09:00:00,44.892979260273975,42.229166666666664,3
2019-03-01 10:00:00,40.97177368493151,42.854166666666664,3
2019-03-01 11:00:00,51.46639943835617,39.604166666666664,3
2019-03-01 12:00:00,51.50792368493151,37.46808510638298,3
2019-03-01 13:00:00,60.87288953424656,34.125,3
2019-03-01 14:00:00,57.356604267123295,32.212765957446805,3
2019-03-01 15:00:00,45.4685788630137,31.479166666666668,3
2019-03-01 16:00:00,44.893833849315065,29.729166666666668,3
2019-03-03 09:00:00,49.01242039726027,38.291666666666664,3
2019-03-03 10:00:00,51.06980542465754,38.0625,3
2019-03-03 11:00:00,51.62350904109589,36.51063829787234,3
2019-03-03 12:00:00,69.55814873287672,35.145833333333336,3
2019-03-03 13:00:00,65.63431119178082,35.829787234042556,3
2019-03-03 14:00:00,68.4434994520548,34.520833333333336,3
2019-03-03 15:00:00,61.50765465753426,34.0,3
2019-03-03 16:00:00,79.00146002739727,33.1875,3
2019-03-04 09:00:00,42.65311264383562,40.608695652173914,3
2019-03-04 10:00:00,40.022682945205474,38.723404255319146,3
2019-03-04 11:00:00,39.38525791780822,35.93617021276596,3
2019-03-04 12:00:00,49.16522769863013,36.51063829787234,3
2019-03-04 13:00:00,49.44033020547945,32.42553191489362,3
2019-03-04 14:00:00,39.84610891780822,29.148936170212767,3
2019-03-04 15:00:00,45.0508872739726,26.97872340425532,3
2019-03-04 16:00:00,46.00304321917808,26.395833333333332,3
2019-03-05 09:00:00,67.57931208219178,42.6875,3
2019-03-05 10:00:00,50.34044365753424,42.708333333333336,3
2019-03-05 11:00:00,40.82169806849315,39.041666666666664,3
2019-03-05 12:00:00,38.32393234246575,35.702127659574465,3
2019-03-05 13:00:00,47.339534534246575,31.704545454545453,3
2019-03-05 14:00:00,40.5484968219178,29.782608695652176,3
2019-03-05 15:00:00,36.90868232876713,28.41304347826087,3
2019-03-05 16:00:00,48.364614643835615,27.361702127659573,3
2019-03-06 09:00:00,50.683977041095886,41.57446808510638,3
2019-03-06 10:00:00,52.13426153424657,39.30434782608695,3
2019-03-06 11:00:00,43.110335095890406,37.97872340425532,3
2019-03-06 12:00:00,41.13493667123288,35.42553191489362,3
2019-03-06 13:00:00,41.96927730136986,31.829787234042552,3
2019-03-06 14:00:00,34.79695192739726,28.25531914893617,3
2019-03-06 15:00:00,38.62176800547945,26.608695652173914,3
2019-03-06 16:00:00,43.0710715479452,26.434782608695652,3
2019-03-07 09:00:00,47.57669984931507,35.2,3
2019-03-07 10:00:00,48.1660791369863,36.02173913043478,3
2019-03-07 11:00:00,43.63530750684931,34.31818181818182,3
2019-03-07 12:00:00,39.52762663013699,28.8,3
2019-03-07 13:00:00,43.09680121917808,25.977777777777778,3
2019-03-07 14:00:00,42.01091247945205,22.91304347826087,3
2019-03-07 15:00:00,56.10534534246575,23.04255319148936,3
2019-03-07 16:00:00,63.63451863013698,22.21276595744681,3
2019-03-08 09:00:00,55.62434535616439,36.42553191489362,3
2019-03-08 10:00:00,64.20386584246576,35.0,3
2019-03-08 11:00:00,59.00892535616438,32.5,3
2019-03-08 12:00:00,58.1920613630137,30.065217391304348,3
2019-03-08 13:00:00,43.829532547945206,29.652173913043477,3
2019-03-08 14:00:00,39.77170157534246,26.23913043478261,3
2019-03-08 15:00:00,38.49799760273972,24.26086956521739,3
2019-03-08 16:00:00,47.22905659863014,24.404255319148938,3
2019-03-09 09:00:00,44.55128701369863,32.02127659574468,3
2019-03-09 10:00:00,40.71283794520548,31.29787234042553,3
2019-03-09 11:00:00,34.376294967123286,29.70212765957447,3
2019-03-09 12:00:00,35.34169985616438,26.97872340425532,3
2019-03-09 13:00:00,38.799028441095885,25.130434782608695,3
2019-03-09 14:00:00,38.29836429452055,24.318181818181817,3
2019-03-09 15:00:00,36.97977869589041,22.266666666666666,3
2019-03-09 16:00:00,34.40637766986302,22.02173913043478,3
2019-03-10 09:00:00,40.19202137534247,34.41304347826087,3
2019-03-10 10:00:00,37.038648701369866,34.630434782608695,3
2019-03-10 11:00:00,38.50663055342466,33.82222222222222,3
2019-03-10 12:00:00,35.43844373013699,32.91304347826087,3
2019-03-10 13:00:00,34.6512444520548,30.782608695652176,3
2019-03-10 14:00:00,35.716545679452054,28.847826086956523,3
2019-03-10 15:00:00,35.38966182191781,27.804347826086957,3
2019-03-10 16:00:00,45.24467500684931,25.217391304347824,3
2019-03-11 09:00:00,77.1731909830137,46.08510638297872,3
2019-03-11 10:00:00,76.52265860958904,47.71739130434783,3
2019-03-11 11:00:00,90.03722193054794,53.319148936170215,3
2019-03-11 12:00:00,78.74160567123288,53.42553191489362,3
2019-03-11 13:00:00,73.88746605479452,49.361702127659576,3
2019-03-11 14:00:00,55.663494547945206,45.12765957446808,3
2019-03-11 15:00:00,50.03419369863013,41.45652173913044,3
2019-03-11 16:00:00,56.91827295890411,40.91304347826087,3
2019-03-12 09:00:00,64.99258538356163,69.0,3
2019-03-12 10:00:00,65.9317739589041,77.3913043478261,3
2019-03-12 11:00:00,75.01187260273971,87.76086956521739,3
2019-03-12 12:00:00,72.30778405479452,88.5,3
2019-03-12 13:00:00,68.83434023287671,84.6590909090909,3
2019-03-12 14:00:00,63.77628575041096,74.97826086956522,3
2019-03-12 15:00:00,62.715227739726025,70.0,3
2019-03-12 16:00:00,65.99956880821918,61.5,3
2019-03-13 09:00:00,87.12351352054795,67.30434782608695,3
